Company_Name,Rating,Review_Count,Industry,Headquarters
Clean Science And Technology,3.5,199,Chemicals,Pune
Vardhman Special Steels,4.0,199,Iron & Steel,Ludhiana
Ambuja Cement Foundation,3.8,199,Non-Profit,Jaipur
Indel Money,4.0,199,NBFC,Kochi
Blue Rose Technologies,4.1,199,IT Services & Consulting,Bengaluru
OnMobile Global,3.5,199,Telecom,Bengaluru
Sims Hospital,3.7,199,Healthcare,Chennai
Object Technology Solutions,3.7,199,IT Services & Consulting,Hyderabad
Enrich Hair And Skin Solutions,3.7,199,Beauty & Personal Care,Mumbai
Loconav,3.1,198,Software Product,Gurugram
Aeon Credit Service,3.5,198,Financial Services,Mumbai
Caretel Infotech,3.5,198,Analytics & KPO,New Delhi
Overseas Health Care,3.2,198,Pharma,Phillaur
Delhi World Public School,3.7,199,Education & Training,Kolkata
SOS Children's Village,3.4,198,Non-Profit,New Delhi
Frontizo Business Services,3.6,198,BPO,Chandigarh
Appsquadz Software,4.0,198,IT Services & Consulting,Noida
Shemaroo Entertainment,3.1,198,Media & Entertainment,Mumbai
Lubrizol Corporation,4.0,198,Chemicals,Mumbai
Shipco It,3.5,198,IT Services & Consulting,Pune
J Mitra And Co,3.7,198,Medical Equipment,New Delhi
Tata Main Hospital,3.7,198,Healthcare,Jamshedpur
Cyntexa,4.1,198,IT Services & Consulting,Jaipur
IIHT,3.6,198,Education & Training,Bengaluru
SFC Solutions India,3.5,198,Automobile,Chennai
NRP Projects,4.1,198,Engineering & Construction,Chennai
Maahi Milk Producer Company,4.2,198,Food Processing,Rajkot
Rimini Street,4.0,198,IT Services & Consulting,Hyderabad
PS Group,3.7,198,Real Estate,Kolkata
Vision IAS,2.1,198,Education & Training,New Delhi
Kohler Power,3.8,198,Power,Pune
EKA Mobility,3.4,199,Automobile,Pune
Accord Synergy,3.3,198,Hardware & Networking,Vadodara
Ciklum,3.6,197,IT Services & Consulting,Pune
Cex Webuy Entertainment,3.3,197,Retail,Mumbai
ILJIN AUTOMOTIVE,3.8,199,Automobile,Chennai
Mangalam Landmarks,4.8,197,Real Estate,Pune
HeyCoach,3.8,197,Education & Training,Bengaluru
Mangalam Landmarks,4.8,197,Real Estate,Pune
HeyCoach,3.8,197,Education & Training,Bengaluru
ILJIN AUTOMOTIVE,3.8,199,Automobile,Chennai
Accord Synergy,3.3,198,Hardware & Networking,Vadodara
Anu Industries,3.4,197,Packaging,Gurugram
Soch Apparels,4.4,197,Fashion & Textile,Bengaluru
Monocept,3.2,197,Software Product,Hyderabad
Emirates NBD,3.0,197,Banking,Bengaluru
Elsevier,3.8,197,Printing & Publishing,Bengaluru
Shakti Hormann,3.6,197,Building Material,Hyderabad
OASYS Tech Solutions,3.7,197,IT Services & Consulting,Bhubaneswar
Bullmen Realty,3.1,197,Real Estate,Noida
Tecumseh Products,3.3,197,Industrial Machinery,Faridabad
NSL Textiles,3.9,197,Fashion & Textile,Guntur
DB Engineering & Consulting,4.2,197,Engineering & Construction,Bengaluru
Sequretek It Solutions,3.4,197,Emerging Technologies,Mumbai
The House of Abhinandan Lodha,3.1,197,Real Estate,Mumbai
Jehangir Hospital,3.8,197,Healthcare,Pune
Triveni Almirah,4.0,197,Furniture & Furnishing,Noida
Transcom India,2.3,198,BPO,Gurugram
Meritto,3.4,196,Internet,Gurugram
BGD Tech PVT LTD,4.4,196,IT Services & Consulting,Bengaluru
R-Logic Technology Services,3.9,196,IT Services & Consulting,Bengaluru
RLabs Enterprise Services,3.0,196,Recruitment,Bengaluru
Txd (india) Technology,4.0,196,Electronics Manufacturing,Rewari
Jayanita Exports,3.4,196,Furniture & Furnishing,Greater Noida
Vestian Global Workplace Services,3.4,196,Real Estate,Bengaluru
Food Corporation of India,4.1,196,Government,New Delhi
Vertafore,3.9,196,IT Services & Consulting,Hyderabad
DST Worldwide Services,4.2,196,Hyderabad +6 other locations,
Eglo India,3.2,196,Consumer Electronics & Appliances,Bawal
HLE Glascoat,3.0,196,Industrial Machinery,Anand
Vandana Global,2.9,196,Iron & Steel,Raipur
E Pack Polymers,3.8,196,Packaging,Greater Noida
Kayjay Forging,3.7,196,Auto Components,Ludhiana
Zeon Lifesciences Ltd.,4.0,196,Fitness & Wellness,Paonta Sahib
Illusion Dental Laboratory,3.4,196,Medical Equipment,Mumbai
Epson,4.3,196,IT Services & Consulting,Bengaluru
Laxmi Remote India,3.5,196,Pharma,Noida
CivilMantra Infracon Private Limited,3.7,196,Engineering & Construction,Gurugram
Bharat Oman Refineries,3.3,195,Oil & Gas,Bina
Toto India Industries,3.7,195,Building Material,Vadodara
Green Park Hotels,4.1,195,Hospitality,Hyderabad
Monomark Engineering,4.0,195,Engineering & Construction,Chittorgarh
Go Speedy Go,4.5,195,Automobile,Bhubaneswar
Lohum Cleantech,3.5,195,Semiconductors,Greater Noida
Danblock Brakes,3.9,195,Industrial Machinery,Sonipat
Salasar Techno Engineering,4.0,196,Iron & Steel,Ghaziabad
Zen3 Info Solutions,4.0,195,IT Services & Consulting,Hyderabad
CTR Manufacturing Industries,3.5,195,Industrial Machinery,Pune
Walker Chandiok & Co,3.0,195,Accounting & Auditing,Mumbai
Privi Speciality Chemicals,3.9,195,Chemicals,Mahad
Neosym Industry,3.9,195,Auto Components,Pune
BookMyShow,3.7,195,Internet,Mumbai
Value Rcm Solutions,4.1,195,Analytics & KPO,Kolkata
Krystal Integrated Services Limited,3.9,195,Facility Management Services,Mumbai
Givaudan,4.1,195,Beauty & Personal Care,Pune
Sun Direct TV,3.8,195,Telecom,Chennai
Iron Systems,3.3,195,Hardware & Networking,Noida
Modern Business Solutions,3.7,195,Recruitment,Bengaluru
Saatvik Green Energy,3.9,195,Power,Ambala
Epitome Components,3.3,195,Electrical Equipment,Ahilyanagar
Marolix Technology Solutions,2.9,195,IT Services & Consulting,Hyderabad
Sun Direct TV,3.8,195,Telecom,Chennai
Fermenta Biotech,4.3,195,Biotechnology,Bharuch
Modern Business Solutions,3.7,195,Recruitment,Bengaluru
Hi-Tech,3.6,195,Education & Training,New Delhi
Godavari Krishna Co-operative Society,4.7,195,Financial Services,Vijayawada
Anion Healthcare Services,4.0,195,Healthcare,Hyderabad
Service Master Clean,3.8,194,Facility Management Services,New Delhi
The Chennai Silks,3.5,195,Fashion & Textile,Coimbatore
Tonglit Autogistic,3.6,194,Logistics,Chennai
Paisalo Digital,3.5,196,NBFC,New Delhi
Cerium Systems,2.9,194,IT Services & Consulting,Bengaluru
i-Source Infosystems,3.7,194,IT Services & Consulting,Pune
Tata Institute of Social Sciences,4.3,194,Education & Training,Mumbai
DSM Infocom,2.5,194,IT Services & Consulting,Mumbai
Starworth Infrastructure Construction,3.5,194,Engineering & Construction,Bengaluru
Timezone Entertainment,3.4,194,Events,Mumbai
Paranjape Schemes (Construction) Limited,3.2,195,Real Estate,Pune
Affine,3.2,194,IT Services & Consulting,Bengaluru
AlgoShack,4.2,194,Software Product,Bengaluru
Inteva Products,3.6,194,Auto Components,Bengaluru
Kyb Motorcycle Suspension,3.8,194,Industrial Machinery,Chennai
Primus Techsystems,3.4,194,IT Services & Consulting,Pune
Stedman Pharmaceuticals,4.1,194,Pharma,Chennai
Bharti Airtel Foundation,3.8,194,Non-Profit,Gurugram
NexTurn,3.8,195,IT Services & Consulting,Hyderabad
Gateway Group of Companies,2.6,194,IT Services & Consulting,Ahmedabad
Apollo Telehealth Services,3.9,194,Healthcare,Hyderabad
Pegasus InfoCorp,2.5,194,IT Services & Consulting,Mumbai
Ginni Filaments,3.7,194,Fashion & Textile,Noida
Invenio Business Solutions,3.4,194,IT Services & Consulting,Hyderabad
Afflatus Gravures,3.7,194,Printing & Publishing,Noida
Capline Services,3.9,194,Healthcare,Noida
Param Renewable Energy,3.8,194,Power,Bengaluru
DevTown,3.7,193,Education & Training,Bengaluru
Dmi Housing Finance,4.1,193,Financial Services,New Delhi
NMTronics India Private Limited,3.1,193,Electronics Manufacturing,Noida
Nabard Consultancy Services,3.5,193,Management Consulting,New Delhi
Government of Bihar,3.5,194,Government,Patna
Vivimed Labs,3.3,193,Chemicals,Hyderabad
Al-Futtaim Group,3.8,193,Retail,Dubai
Merkle Sokrati,3.7,193,Marketing & Advertising,Pune
Mobile Premier League,3.8,193,Gaming,Bengaluru
HPM Chemicals & Fertilizers,4.1,193,Agro Chemicals,New Delhi
Four Seasons Hotel,3.9,193,Hospitality,Mumbai
Sheth Creators,3.2,193,Real Estate,Mumbai
Minda Stoneridge Instruments,3.1,193,Auto Components,Pune
Mitsuba,3.8,193,Auto Components,Gurugram
Ecolab Digital Center,3.3,193,Chemicals,Bengaluru
Blue Tokai Coffee Roasters,3.8,193,Hospitality,New Delhi
Pratibha Industries,4.4,193,Engineering & Construction,New Delhi
Kumar Organic Products,3.5,193,Chemicals,Bengaluru
Excel Industries,3.8,193,Agro Chemicals,Mumbai
CIGNEX,3.7,193,IT Services & Consulting,Bengaluru
Edunext Technologies,3.3,193,EdTech,Noida
NIMS University,3.2,193,Education & Training,Jaipur
VBeyond Corporation,3.8,193,Recruitment,Lucknow
DesignCafe,3.4,193,Architecture & Interior Design,Bengaluru
Abellon Clean Energy,3.0,193,Other,Ahmedabad
Oliva Skin and Hair Clinics,3.7,193,Healthcare,Hyderabad
Advantage One Tax Consulting,4.0,192,Financial Services,Hyderabad
GoMechanic,3.3,192,Internet,Gurugram
Vilcart,3.7,196,Internet,Bengaluru
Empower Pragati,3.5,192,Education & Training,New Delhi
Biesse Manufacturing,3.6,192,Architecture & Interior Design,Bengaluru
Code Brew Labs,3.2,192,IT Services & Consulting,Chandigarh
Euronet Worldwide,3.5,192,FinTech,Mumbai
An Pharmaceuticals,4.4,192,Pharma,New Delhi
Dr. Willmar Schwabe India,3.9,192,Healthcare,Noida
Monnet Group,4.4,192,Metals & Mining,Raigarh
Radiant Appliances,4.2,192,Electronics Manufacturing,Hyderabad
Cyient DLM,3.8,192,Hyderabad +5 other locations,
Carwale,3.3,192,Internet,Mumbai
INDIA TODAY GROUP,3.6,192,Media & Entertainment,Noida
Solverminds Solutions and Technologies,3.2,192,IT Services & Consulting,Chennai
Thriveni Sainik Mining,4.3,192,Metals & Mining,Hazaribag
Amelia,3.4,192,Hospitality,Bengaluru
The Hindu Group,3.8,193,Printing & Publishing,Chennai
Apollo Spectra Hospitals,4.4,192,Healthcare,New Delhi
AMBITION JOB,4.3,192,Recruitment,Hyderabad
Ilensys Technologies,4.1,193,Engineering & Construction,Hyderabad
Azure Hospitality,4.1,192,Hospitality,New Delhi
ARC Document Solutions,2.7,192,Printing & Publishing,Kolkata
Jeena & Company,3.7,192,Logistics,Mumbai
DesiCrew Solutions,3.1,192,Financial Services,Chennai
Adcock Ingram,3.9,192,Pharma,Bengaluru
Anthea Pharma,4.1,192,Pharma,Hyderabad
CloudMoyo,3.9,192,Software Product,Pune
NTC Logistics India,4.0,192,Logistics,Chennai
APAC Financial Services,4.1,192,Financial Services,Mumbai
Virinchi Technologies,3.0,192,IT Services & Consulting,Hyderabad
Hubergroup,3.9,192,Chemicals,Vapi
C.G. Marketing,3.8,192,Marketing & Advertising,Pune
DavaIndia,3.6,192,Kolkata +58 other locations,
Reventics,3.8,192,Healthcare,Hyderabad
Knoldus Inc,3.8,192,IT Services & Consulting,Noida
Holy Family Hospital,3.4,192,Healthcare,New Delhi
ICT Service Management Solutions,3.4,192,IT Services & Consulting,Bengaluru
Teleminds Infotech,2.8,192,BPO,Kolkata
Kanerika Software,4.3,192,IT Services & Consulting,Hyderabad
Auto Ignition,3.6,192,Auto Components,Faridabad
Kimbal Private Limited,3.3,193,Power,New Delhi
SEG Automotive,4.1,191,Auto Components,Bengaluru
Savills,3.6,191,Real Estate,Bengaluru
AMS Comtel BPMS,3.2,191,IT Services & Consulting,New Delhi
Miraj Group,4.0,191,Printing & Publishing,Udaipur
Radheya Machining,3.5,191,Industrial Machinery,Pune
EbixCash Financial Technologies,2.7,191,IT Services & Consulting,Pune
CPC Diagnostics,3.7,191,Medical Equipment,Chennai
Gnrc Hospital,3.7,191,Healthcare,Guwahati
Bentley Systems,4.1,191,Software Product,Pune
Amtex Systems,3.2,191,IT Services & Consulting,Chennai
Sagar Hospital,4.2,191,Healthcare,Bengaluru
Source One Management Services,3.3,191,IT Services & Consulting,Bengaluru
CleanMax Enviro Energy Solutions,4.4,191,Power,Mumbai
Theon Pharmaceuticals,3.8,191,Pharma,Baddi
Gameskraft,4.2,191,Software Product,Bengaluru
General Diagnostics International Private Limited,3.1,191,Healthcare,Mumbai
Eicher Trucks and Buses,4.5,191,Automobile,Indore
Anand Rathi Wealth Limited,3.1,191,Financial Services,Mumbai
Bajaj Financial Securities,4.1,192,Financial Services,Pune
RattanIndia Power,3.5,191,Power,Amravati
Profinch Solutions,3.6,191,FinTech,Bengaluru
Cheema Boilers,4.0,191,Industrial Machinery,Sahibzada Ajit Singh Nagar
Swipewire Technologies,3.8,191,Software Product,Chennai
Gameskraft,4.2,191,Software Product,Bengaluru
CleanMax Enviro Energy Solutions,4.4,191,Power,Mumbai
Theon Pharmaceuticals,3.8,191,Pharma,Baddi
Lithium Urban Technologies,3.6,192,Urban Transport,Bengaluru
O2 Power,4.5,191,Power,Gurugram
Lighthouse Learning,4.2,381,Education & Training,Mumbai
Asianet Satellite Communications,4.4,190,Internet,Thiruvananthapuram
Cloudstrats Technologies,3.2,190,IT Services & Consulting,Mumbai
Micromatic Grinding Technologies,4.0,190,Industrial Machinery,Ghaziabad
Symed Labs,3.7,190,Pharma,Hyderabad
Cadmaxx Solutions,3.5,190,IT Services & Consulting,Bengaluru
SPJ group,4.0,190,Real Estate,New Delhi
Ess Kay Group,3.6,190,Industrial Machinery,Gurugram
Epimoney,3.3,190,Financial Services,Mumbai
Denso Ten Minda India,4.0,191,Auto Components,Bawal
Arvind Smartspaces Limited,3.6,190,Real Estate,Ahmedabad
All India Council Technical Education,4.4,191,New Delhi +30 other locations,
SBL Knowledge Services,3.0,190,IT Services & Consulting,Madurai
CapitalVia,3.9,190,Analytics & KPO,Indore
Magnit Global,3.4,191,Software Product,Vadodara
INFRES METHODEX,3.5,190,Industrial Automation,New Delhi
Trinity Mobility,2.9,190,IT Services & Consulting,Bengaluru
Grupo Bimbo,3.5,190,FMCG,New Delhi
Bajaj Steel Industries,3.4,190,Industrial Machinery,Nagpur
IFB Agro Industries,4.1,190,Beverage,Kolkata
Systopic Laboratories,4.4,190,Pharma,New Delhi
Google Maps,4.8,190,Internet,Hyderabad
Cornerstone OnDemand,3.3,190,Software Product,Pune
Nuance Transcription Services,4.1,190,IT Services & Consulting,Bengaluru
SmartQ - Bottle Lab Technologies,4.0,190,Software Product,Bengaluru
U.S. Polo Assn,4.5,190,Retail,Bengaluru
Virbac Animal Health,3.9,191,Pharma,Mumbai
Nandi Toyota,4.0,190,Automobile,Bengaluru
Cinda Engineering & Construction,4.2,190,Engineering & Construction,Noida
SmartSchool Education,4.6,190,EdTech,Noida
Kenvue,3.5,190,Beauty & Personal Care,Bengaluru
Amgen,2.9,190,Biotechnology,Hyderabad
U.S. Polo Assn,4.5,190,Retail,Bengaluru
Stantec,3.8,190,Engineering & Construction,Pune
Nandi Toyota,4.0,190,Automobile,Bengaluru
Be10X,4.5,190,Education & Training,Kolkata
Virbac Animal Health,3.9,191,Pharma,Mumbai
Lennox India Technology Centre,3.6,190,Industrial Machinery,Chennai
Phenix Construction Technologies,4.0,190,Engineering & Construction,Ahmedabad
Sel Manufacturing Co.,3.9,190,Fashion & Textile,Ludhiana
Stumpp Schuele & Somappa Springs,3.3,190,Industrial Machinery,Bengaluru
Naresh i Technologies,4.0,190,IT Services & Consulting,Hyderabad
Aptonline,3.2,190,IT Services & Consulting,Hyderabad
Apollo Supply Chain,3.8,190,Logistics,Gurugram
Accutest Research Laboratories,3.3,189,Clinical Research,Mumbai
Celon Laboratories,3.3,190,Pharma,Hyderabad
PPMS Field Marketing,3.8,190,Marketing & Advertising,Chennai
Inspiredge IT Solutions,3.9,189,IT Services & Consulting,Visakhapatnam
Prgx India,3.2,189,Accounting & Auditing,Pune
Open Financial Technologies Private Limited,3.2,189,FinTech,Bengaluru
Birdeye,3.1,189,Marketing & Advertising,Gurugram
Abu Dhabi National Hotels,4.0,189,Hospitality,Abu Dhabi
S V S Projects India,3.2,189,Engineering & Construction,Hyderabad
Sadhu Forging,3.6,189,Industrial Machinery,Faridabad
Gangavaram Port,3.3,189,Ports & Shipping,Visakhapatnam
Simplify3x Software,3.9,189,Software Product,Bengaluru
Walstar Technologies,4.0,190,IT Services & Consulting,Kolhapur
Solex Energy,4.7,189,Power,Surat
Gunnebo,3.8,189,Defence & Aerospace,Vadodara
Bambino Agro Industries,3.8,189,Food Processing,Hyderabad
D'Decor Home Fabrics,4.0,189,Fashion & Textile,Mumbai
Essencea Infoserv,2.7,189,BPO,Hyderabad
Jaslok Hospital and Research Centre,4.0,189,Healthcare,Mumbai
Digital Web Solutions,3.6,189,IT Services & Consulting,Gurugram
Eurofins Advinus,3.5,189,Pharma,Bengaluru
Proventech,4.2,189,Software Product,Hyderabad
GUVI,3.5,189,EdTech,Chennai
Experian,3.8,189,FinTech,Hyderabad
Yotta Infrastructure Solutions,3.7,189,IT Services & Consulting,Mumbai
Trellix,3.3,189,Software Product,Bengaluru
SAT n paper,4.3,189,New Delhi +4 other locations,
Fortune Marketing,3.6,189,Hardware & Networking,New Delhi
Mentorsity,4.5,189,EdTech,New Delhi
Hindustan Media Ventures,3.6,189,Printing & Publishing,Patna
Bengal Energy,3.8,189,Power,Kharagpur
Kiran Foreign Trade,3.0,189,Software Product,Sahibzada Ajit Singh Nagar
Private Practice,4.4,189,Mumbai +75 other locations,
Psychotropics India,3.9,188,Pharma,Haridwar
NeST Digital,3.5,189,IT Services & Consulting,Kochi
Carryfast group,3.6,188,Logistics,Indore
Mangal Industries,3.8,188,Auto Components,Tirupati
Jarvis Technology and Strategy Consulting,3.3,189,Management Consulting,New Delhi
RT Network Solutions,3.5,188,IT Services & Consulting,Kolkata
Toyota Boshoku Automotive,4.1,188,Auto Components,Bengaluru
ASK-EHS Engineering & Consultants,3.5,188,Engineering & Construction,Surat
Sulphur Mills,3.5,188,Agro Chemicals,Mumbai
MaxVal Group,3.2,188,IT Services & Consulting,Coimbatore
Fichtner Consulting Engineers,3.7,188,Engineering & Construction,Chennai
Bharat Benz,4.4,188,Automobile,Chennai
Aditya Anagha Multi State Credit Co-Operative Society,4.8,188,Banking,Nagpur
AlmaBetter,3.6,188,Bengaluru +11 other locations,
Fichtner Consulting Engineers,3.7,188,Engineering & Construction,Chennai
Mansukh Securities & Finance,3.2,188,Financial Services,Ahmedabad
Vmoksha Technologies,4.5,188,IT Services & Consulting,Bengaluru
Simple Energy,4.0,188,Automobile,Bengaluru
Cogniter Technologies,3.5,188,IT Services & Consulting,Hyderabad
Bhavna Corp.,3.4,188,IT Services & Consulting,Noida
Indovision Services,3.9,188,IT Services & Consulting,New Delhi
Karuna Greentech,4.5,188,Electrical Equipment,Kolkata
Kutch Copper,3.7,188,Metals & Mining,Mundra
Som Projects (S.P.L),3.6,188,Engineering & Construction,New Delhi
Dentsu Communications,3.2,188,Marketing & Advertising,Pune
GDX Group,4.1,188,Law Enforcement & Security,New Delhi
Hindustan Platinum,3.4,188,Metals & Mining,Mumbai
Epp Composites,3.3,188,Industrial Machinery,Rajkot
Donear Industries,3.2,188,Fashion & Textile,Mumbai
Raptim Research,4.4,188,Clinical Research,Mumbai
Ansal Api,3.9,188,Real Estate,New Delhi
DSM SOFT,2.9,188,IT Services & Consulting,Tiruchirappalli
Burman Hospitality,3.8,188,Hospitality,New Delhi
Ananda Dairy,3.8,188,Agriculture,Noida
APOLLO POWER SYSTEMS,3.8,187,Electrical Equipment,Bengaluru
Ghatge Patil Industries,3.8,187,Industrial Machinery,Kolhapur
Valiant Organics,3.5,187,Chemicals,Bharuch
VAYA Finserv,4.0,187,Financial Services,Hyderabad
ART Housing Finance (India),3.9,187,Financial Services,Gurugram
HEUBACH Colour,4.0,187,Chemicals,Ankleshwar
Architect Hafeez Contractor,3.1,187,Architecture & Interior Design,Mumbai
Intense Technologies,3.5,187,IT Services & Consulting,Hyderabad
Nangia & Co. LLP,3.3,187,Accounting & Auditing,New Delhi
KPI Partners,3.6,187,IT Services & Consulting,Hyderabad
iQuanti,4.0,187,Marketing & Advertising,Bengaluru
NSL Sugars,4.2,188,Food Processing,Hyderabad
Dar Al Handasah Consultants Shair And Partners,2.9,188,Engineering & Construction,Pune
Unify Technologies,2.8,187,IT Services & Consulting,Hyderabad
Admiral Solutions,3.1,187,IT Services & Consulting,New Delhi
International Travel House,3.8,187,Travel & Tourism,New Delhi
Volante Technologies,3.3,187,FinTech,Chennai
Freyr Energy Services,3.7,187,Power,Hyderabad
Rajhans Group of Industries,4.2,187,Real Estate,Surat
TPF Engineering,3.7,187,Engineering & Construction,Mumbai
The Pride Hotel,3.3,187,Hospitality,Pune
Reliance Smart Point,4.2,187,Kolkata +83 other locations,
Crif Solutions,3.0,187,FinTech,Pune
Glatt Systems,3.7,187,Pharma,Pune
Hyderabad Metro Rail,4.1,187,Railways,Hyderabad
Rane Group,3.9,187,Auto Components,Chennai
GVK Group,3.6,187,Engineering & Construction,Hyderabad
Supple Tek Industries,3.5,187,Food Processing,Amritsar
"L&T Construction, Mining and Industrial Machinery",4.1,188,Industrial Machinery,Bengaluru
